xs,ys,zs
-3.12346395,-3.12529803,20.69823159
-3.123647358,-3.3221131536988384,20.243827310791808
-3.143493937569884,-3.5311675054502194,19.807695536168275
-3.182261294357917,-3.7533804245635345,19.390426332677933
-3.239373207378479,-3.989825750742321,18.992726034866305
-3.314418461714863,-4.241706712776616,18.615435377907055
-3.4071472868210386,-4.51033338803506,18.25954962675834
-3.517465896942441,-4.797101544770762,17.926241139869713
-3.645429461725273,-5.103471561768355,17.6168846995484
-3.7912336717295814,-5.430945990358239,17.33308584049492
-3.9552049035924473,-5.781044171804304,17.07671229420883
-4.1377888304136325,-6.155272141059224,16.84992851988433
-4.339537161478192,-6.555085831935994,16.655233089393324
-4.561092028523972,-6.981845349585492,16.495498408542858
-4.803167360630124,-7.436757801099002,16.374011857670837
-5.0665264046770115,-7.920805890891095,16.294516884818258
-5.35195435329842,-8.434659224807875,16.261251841425363
-5.660224840449366,-8.97856507565537,16.27898336638254
-5.992058863969966,-9.552215319948033,16.353029850729275
-6.348074509567772,-10.154586473961865,16.489268909394767
-6.7287257060071815,-10.78375039544985,16.6941208230868
-7.134228174951448,-11.436654489962423,16.97449760566536
-7.564470806452546,-12.108872443309368,17.337704781417013
-8.018910970138228,-12.79432992798377,17.791280315861336
-8.496452865922782,-13.485014771365988,18.342752795988083
-8.995309056467102,-14.170688080486846,18.999299502930917
-9.512846958869076,-14.838622026640312,19.767285373455486
-10.0454244656462,-15.473401349357518,20.65166727674476
-10.58822215401733,-16.05683854906291,21.655256155289965
-11.135083793521888,-16.56806573695352,22.777844210115056
-11.678381987865052,-16.983876502615928,24.01522710780685
-12.20893143934014,-17.279394737288982,25.358182975164386
-12.715977769135023,-17.429138419231087,26.79150969182531
-13.18729383414463,-17.40851839396842,28.293265495085528
-13.609416290127008,-17.19575942747765,29.834396577115328
-13.968050603862073,-16.774151166611407,31.378955705137855
-14.248660660137006,-16.13443541216955,32.88510087980243
-14.43723813534026,-15.277029610779442,34.30699619064712
-14.521217282884178,-14.213703255441084,35.597609747157236
-14.490465880139869,-12.968300803196383,36.712224228867534
-14.338249372445521,-11.576175915879091,37.612276411804714
-14.062042026788879,-10.082181994426982,38.2689779705136
-13.66405602355269,-8.537332176547398,38.66610499731367
-13.15138363885216,-6.994536292418031,38.80142582855554
-12.535698904208747,-5.504053980314446,38.6864701032826
-11.832534411819317,-4.10938972487551,38.34467358012539
-11.060219943124936,-2.8442587664680365,37.8082660890551
-10.238623825459246,-1.7310003767469238,37.11450090778298
-9.387861480588015,-0.780490911463487,36.30188778556481
-8.527124423675563,0.006683723233827488,35.406987843960565
-7.673743608984624,0.63821995550253,34.462113548765856
-6.842547252535908,1.127723781401254,33.49403361737363
-6.045520149142192,1.4923783899262402,32.52358270817781
-5.291730295235348,1.7509287101129796,31.565956721086277
-4.587464394700516,1.9221202351365532,30.631438230333885
-3.936505931716809,2.023615324670292,29.726321191320658
-3.340493806078099,2.071335907520411,28.85386046785736
-2.7993108347182476,2.079145704486532,28.015135161485812
-2.3114651807977697,2.058777927656991,27.209769755753715
-1.8744408699522936,2.0199242514365348,26.436497261420023
-1.485004357813411,1.970418074587403,25.693573593746947
-1.1394621145733295,1.916463361198912,24.97906519172695
-0.8338695669961054,1.862876319940693,24.29103614912305
-0.5641949783024255,1.8133196359379364,23.62766025632318
-0.32644351687838935,1.7705179183104114,22.987279898960505
-0.11674737335950927,1.736449039338204,22.368429403095735
0.06857226791026205,1.7125098381940498,21.76983613227202
0.23296602493864085,1.6996569044707361,21.19040890945856
0.37963511289185037,1.698524369104239,20.629220326971243
0.5115240385130893,1.709521193145909,20.085487215757066
0.6313237539763712,1.732910616637044,19.558551883559243
0.7414824402424385,1.7688743776093552,19.047865581182727
0.8442216339791302,1.817564138575691,18.552974899032506
0.9415558844387862,1.8791423268597405,18.073511328144612
1.0353145286808816,1.953814341799147,17.609183956178523
1.1271645099927081,2.041853826531343,17.159775143811338
1.2186334416465716,2.1436224556483965,16.725138992404478
1.311132343046754,2.2595854578296413,16.305202435584228
1.4059776545250429,2.390323876572244,15.899968842383583
1.504412276729763,2.5365443720731764,15.509524092932596
1.6076254862641044,2.69908718132034,15.13404517031225
1.716771655769728,2.8789326784004245,14.773811399043415
1.8329877580327976,3.07720680865629,14.429218549242398
1.9574096630951467,3.2951855032314996,14.100796114626124
2.091187247108782,3.534298008144789,13.789228161706209
2.235498323212383,3.7961288764614673,13.495378235854648
2.391561378537291,4.08241816402262,13.220318895684683
2.560647057085824,4.395059127544172,12.96536652685793
2.744088264131659,4.736092435842384,12.73212215379327
2.9432886813027315,5.1076955556436765,12.522519012661983
3.159729368736826,5.512165546138342,12.338877655758951
3.3949729864769775,5.9518929728617485,12.183969302294585
3.6506649851154545,6.429324012853136,12.061087999615067
3.9285308878892224,6.9469070521310226,11.974131863182182
4.230368504313402,7.507019161416998,11.927693155687034
4.5580335700237615,8.11186677646125,11.927156153442217
4.91341689066751,8.76335372688024,11.97880050965662
5.298410574288783,9.462908511457506,12.089906002269553
5.714860368005656,10.211261529097966,12.26885195439536
6.164500484114887,11.008162058897542,12.525201010971465
6.648866641593153,11.852024496903036,12.869752103421746
7.1691824271241416,12.739494257119947,13.314541117951523
7.726213610123722,13.664926652063109,13.872759889921689
8.320084914317661,14.619778133662205,14.5585548064626
8.950054236252116,15.591920006139365,15.386656104779785
9.61424081324084,16.564901925705176,16.371779283487825
10.309306924487274,17.517218048428763,17.52773349161167
11.030098036881423,18.421663964244516,18.86617261263459
11.769254629617732,19.244917439948,20.394939384336652
12.51682091065076,19.947527214142713,22.115989687723584
13.259891540999956,20.484542975153147,24.022952500249563
13.982356684415274,20.807049730402575,26.09848853824274
14.664825989014004,20.86485534807649,28.311757757736363
15.284828924920252,20.610488061916435,30.616477907992433
15.81739483861987,20.004459009202296,32.95021428304131
16.236101255678115,19.02141948060387,35.23561633492799
16.51463307817069,17.656423291186538,37.38421937441359
16.628812099472274,15.930089661339665,39.3030757649661
16.558939855659013,13.891221534309066,40.90384741137609
16.292168023524017,11.615568987050196,42.11318081999728
